Abnormality of body height	HP:0000002
Squared iliac bones	HP:0003177
Squaring of iliac bones	HP:0003177
Square iliac bones	HP:0003177
Protrusio acetabuli	HP:0003179
Protrusio acetabulae	HP:0003179
Flat acetabular roof	HP:0003180
Flattened acetabular roof	HP:0003180
Horizontal acetabular roof	HP:0003180
Flat acetabular roofs	HP:0003180
Horizontal acetabulae	HP:0003180
Horizontal acetabular roofs	HP:0003180
Shallow acetabular fossa	HP:0003182
Shallow acetabulum	HP:0003182
Shallow acetabular fossae	HP:0003182
Shallow acetabulae	HP:0003182
Shallow acetabula	HP:0003182
Wide symphysis of pubis	HP:0003183
Wide pubic symphysis	HP:0003183
Limited hip abduction	HP:0003184
Decreased hip abduction	HP:0003184
Small sacroiliac notch	HP:0003185
Short sacroiliac notch	HP:0003185
Shortened sacroiliac notches	HP:0003185
Inverted nipples	HP:0003186
Invaginated nipples	HP:0003186
Breast hypoplasia	HP:0003187
Underdeveloped breasts	HP:0003187
Long nose	HP:0003189
Increased length of nose	HP:0003189
Increased nasal height	HP:0003189
Nasal elongation	HP:0003189
Increased nasal length	HP:0003189
Increased height of nose	HP:0003189
Elongated nose	HP:0003189
Cleft nostril	HP:0003191
Nostril coloboma	HP:0003191
Cleft nasal alae	HP:0003191
Alar clefts	HP:0003191
Ala nasi, cleft	HP:0003191
Notched nasal alae	HP:0003191
Cleft ala nasi	HP:0003191
Hay fever	HP:0003193
Nasal allergies	HP:0003193
Hayfever	HP:0003193
Allergic rhinitis	HP:0003193
Short nasal bridge	HP:0003194
Decreased length of nasal bridge	HP:0003194
Decreased length of bridge of nose	HP:0003194
Short bridge of nose	HP:0003194
Hypoplastic nose	HP:0003196
Shortened nose	HP:0003196
Short nose	HP:0003196
Small nose	HP:0003196
Decreased length of nose	HP:0003196
Nasal hypoplasia	HP:0003196
Myopathy	HP:0003198
Myopathic changes	HP:0003198
Muscle tissue disease	HP:0003198
Decreased muscle mass	HP:0003199
Underdeveloped muscles	HP:0003199
Mitochondrial proliferation in muscle tissue	HP:0003200
Ragged-red fibers	HP:0003200
Ragged-red muscle fibers	HP:0003200
Ragged red muscle fibers	HP:0003200
Rhabdomyolysis	HP:0003201
Breakdown of skeletal muscle	HP:0003201
Amyotrophy	HP:0003202
Neurogenic muscle atrophy, especially in the lower limbs	HP:0003202
Neurogenic muscle atrophy	HP:0003202
Muscle wasting	HP:0003202
Muscle atrophy	HP:0003202
Muscle atrophy, neurogenic	HP:0003202
Neurogenic muscular atrophy	HP:0003202
Muscle hypotrophy	HP:0003202
Muscle degeneration	HP:0003202
Muscular atrophy	HP:0003202
Skeletal muscle atrophy	HP:0003202
Amyotrophy involving the extremities	HP:0003202
Negative nitroblue tetrazolium reduction test	HP:0003203
Impaired oxidative burst	HP:0003203
Negative NBT reduction test	HP:0003203
Intracellular accumulation of autofluorescent lipopigment storage material	HP:0003204
'curvilinear profiles' ultrastructurally	HP:0003205
Curvilinear intracellular accumulation of autofluorescent lipopigment storage material	HP:0003205
Intracellular curvilinear profiles on ultrastructural analysis	HP:0003205
'Curvilinear profiles' ultrastructurally in cells	HP:0003205
Curvilinear profiles ultrastructurally	HP:0003205
Decreased activity of NADPH oxidase	HP:0003206
Arterial calcification	HP:0003207
Fingerprint intracellular accumulation of autofluorescent lipopigment storage material	HP:0003208
'Fingerprint profiles' ultrastructurally in cells	HP:0003208
Fingerprint profiles ultrastructurally	HP:0003208
Decreased pyruvate carboxylase activity	HP:0003209
Decreased methylmalonyl-CoA mutase activity	HP:0003210
Decreased methylmalonyl CoA mutase activity	HP:0003210
High immunoglobulin E	HP:0003212
Elevated serum IgE	HP:0003212
Elevated immunoglobulin E	HP:0003212
Increased circulating total IgE level	HP:0003212
Deficient excision of UV-induced pyrimidine dimers in DNA	HP:0003213
Prolonged G2 phase of cell cycle	HP:0003214
Dicarboxylic aciduria	HP:0003215
Generalized amyloid deposition	HP:0003216
Hyperglutaminemia	HP:0003217
High plasma glutamine	HP:0003217
High urine orotic acid levels	HP:0003218
Increased urinary orotic acid concentration	HP:0003218
Orotic aciduria	HP:0003218
Oroticaciduria	HP:0003218
Ethylmalonic aciduria	HP:0003219
Abnormality of chromosome stability	HP:0003220
Chromosomal breakage induced by crosslinking agents	HP:0003221
Chromosomal breakage induced by diepoxybutane	HP:0003221
Chromosomal breakage induced by mitomycin C	HP:0003221
Decreased methylcobalamin	HP:0003223
Methylcobalamin deficiency	HP:0003223
Increased cellular sensitivity to UV light	HP:0003224
Reduced factor V activity	HP:0003225
Reduced coagulation factor V activity	HP:0003225
Factor V deficiency	HP:0003225
Rectilinear profiles ultrastructurally	HP:0003226
Rectilinear intracellular accumulation of autofluorescent lipopigment storage material	HP:0003226
High blood sodium levels	HP:0003228
Hypernatremia	HP:0003228
Hypertyrosinemia	HP:0003231
Tyrosinemia	HP:0003231
Increased tyrosine in blood	HP:0003231
Mitochondrial malic enzyme reduced	HP:0003232
Decreased mitochondrial malic enzyme	HP:0003232
Decreased HDL cholesterol concentration	HP:0003233
Decreased circulating high-density lipoprotein cholesterol	HP:0003233
Low HDL-cholesterol	HP:0003233
Hypoalphalipoproteinemia	HP:0003233
Decreased HDL cholesterol	HP:0003233
Decreased circulating high-density lipoprotein levels	HP:0003233
Carnitine deficiency	HP:0003234
Decreased plasma carnitine	HP:0003234
Hypermethioninemia	HP:0003235
Methioninemia	HP:0003235
Increased methionine in blood	HP:0003235
Increased serum CK	HP:0003236
Increased serum creatine phosphokinase	HP:0003236
Elevated blood creatine phosphokinase	HP:0003236
Increased CPK	HP:0003236
Increased serum creatine kinase	HP:0003236
Elevated serum creatine kinase	HP:0003236
Increased creatine phosphokinase	HP:0003236
Elevated circulating creatine phosphokinase	HP:0003236
Elevated serum creatine phosphokinase	HP:0003236
Elevated creatine kinase	HP:0003236
Elevated serum CPK	HP:0003236
High serum creatine kinase	HP:0003236
Increased creatine kinase	HP:0003236
Increased IgG level	HP:0003237
Increased total IgG in blood	HP:0003237
Increased circulating IgG level	HP:0003237
Increased levels of IgG	HP:0003237
Hyperpepsinogenemia I	HP:0003238
High urine phosphoethanolamine levels	HP:0003239
Phosphoethanolaminuria	HP:0003239
Increased PRPS1 activity	HP:0003240
Increased phosphoribosyl pyrophosphate synthetase activity	HP:0003240
Increased phosphoribosylpyrophosphate synthetase activity	HP:0003240
Underdevelopment of external reproductive organs	HP:0003241
External genital hypoplasia	HP:0003241
Small genitalia	HP:0003241
Hypogenitalism	HP:0003241
Penile hypospadias	HP:0003244
Prominent perineal raphe	HP:0003246
Prominent scrotal raphe	HP:0003246
Overgrowth of external genitalia	HP:0003247
Gonadal tissue inappropriate for external genitalia or chromosomal sex	HP:0003248
Genital ulcers	HP:0003249
Absent vagina	HP:0003250
Aplasia of the vagina	HP:0003250
Congenital absence of the vagina	HP:0003250
Male infertility	HP:0003251
Anteriorly displaced genitalia	HP:0003252
Abnormality of DNA repair	HP:0003254
Coagulopathy	HP:0003256
Abnormality of the coagulation cascade	HP:0003256
Glyoxalase deficiency	HP:0003258
Increased serum creatinine	HP:0003259
Elevated creatinine	HP:0003259
Elevated serum creatinine	HP:0003259
High blood creatinine level	HP:0003259
Increased creatinine	HP:0003259
Hydroxyprolinemia	HP:0003260
High blood hydroxyproline levels	HP:0003260
Elevated IgA	HP:0003261
Increased circulating IgA level	HP:0003261
Increased serum IgA	HP:0003261
Elevated serum IgA	HP:0003261
Increased levels of IgA	HP:0003261
IgA hypergammaglobulinemia	HP:0003261
Anti-smooth muscle antibody positivity	HP:0003262
Smooth muscle antibody positivity	HP:0003262
Smooth muscle antibody positive	HP:0003262
Deficiency of N-acetylglucosamine-1-phosphotransferase	HP:0003264
High blood bilirubin levels in neonate	HP:0003265
Neonatal hyperbilirubinemia	HP:0003265
Hyperbilirubinemia, neonatal	HP:0003265
Reduced orotidine 5-prime phosphate decarboxylase activity	HP:0003267
Orotidine-5-prime-phosphate decarboxylase defect	HP:0003267
High urine arginine levels	HP:0003268
Argininuria	HP:0003268
Sudanophilic leukodystrophy	HP:0003269
Distended abdomen	HP:0003270
Belly bloating	HP:0003270
Abdominal distension	HP:0003270
Abdominal swelling	HP:0003270
Abdominal bloating	HP:0003270
Bloating	HP:0003270
Abdominal distention	HP:0003270
Visceromegaly	HP:0003271
Abnormality of the hips	HP:0003272
Abnormality of the hip bone	HP:0003272
Flexion contracture of hips	HP:0003273
Hip contractures	HP:0003273
Hip flexion contractures	HP:0003273
Hip contracture	HP:0003273
Flexion contractures of hips	HP:0003273
Acetabular hypoplasia	HP:0003274
Hypoplastic acetabulae	HP:0003274
Hypoplastic acetabula	HP:0003274
Narrow pelvis bone	HP:0003275
Narrow pelvis	HP:0003275
Pelvic bone exostoses	HP:0003276
Pelvic exostoses	HP:0003276
Constricted iliac wings	HP:0003277
Square pelvis bone	HP:0003278
Squared off pelvis	HP:0003278
Square pelvis	HP:0003278
Coxa magna	HP:0003279
Increased ferritin	HP:0003281
Hyperferritinaemia	HP:0003281
High ferritin level	HP:0003281
Elevated serum ferritin	HP:0003281
Increased serum ferritin level	HP:0003281
Increased plasma ferritin	HP:0003281
Hyperferritinemia	HP:0003281
Increased serum ferritin	HP:0003281
Decreased serum alkaline phosphatase	HP:0003282
Low alkaline phosphatase	HP:0003282
Low ALP	HP:0003282
High blood cystathionine levels	HP:0003286
Cystathioninemia	HP:0003286
Abnormality of mitochondrial metabolism	HP:0003287
Mitochondrial dysfunction	HP:0003287
Mitochondrial propionyl-CoA carboxylase defect	HP:0003288
Mitochondrial PCC defect	HP:0003288
Reduced circulating leptin level	HP:0003292
Decreased serum leptin	HP:0003292
High urine threonine levels	HP:0003296
Hyperthreoninuria	HP:0003296
High urine lysine levels	HP:0003297
Hyperlysinuria	HP:0003297
Lysinuria	HP:0003297
Spina bifida occulta	HP:0003298
Ovoid vertebral bodies	HP:0003300
Bullet vertebral body	HP:0003300
Ovoid-shaped vertebral bodies	HP:0003300
Ovoid vertebrae	HP:0003300
Oval vertebral bodies	HP:0003300
endplate irregularities	HP:0003301
Irregular end plates	HP:0003301
Irregular vertebral endplates	HP:0003301
irregular vertebral plates	HP:0003301
vertebral endplate irregularity	HP:0003301
end-plate irregularities	HP:0003301
Irregular endplates	HP:0003301
endplate irregularity	HP:0003301
Spondylolisthesis	HP:0003302
Slipped backbone	HP:0003302
Spondylolithesis	HP:0003302
Displacement of one backbone compared to another	HP:0003302
Spondylolysis	HP:0003304
Block vertebrae	HP:0003305
Reduced spine movement	HP:0003306
Rigid spine	HP:0003306
Spinal rigidity	HP:0003306
Hyperlordosis	HP:0003307
Prominent swayback	HP:0003307
Lordosis	HP:0003307
Cervical subluxation	HP:0003308
Ovoid thoracic and lumbar vertebrae	HP:0003309
Ovoid thoracolumbar vertebrae	HP:0003309
Abnormal odontoid process	HP:0003310
Abnormality of the odontoid process	HP:0003310
Abnormal odontoid peg	HP:0003310
Hypoplastic odontoid process	HP:0003311
Odontoid hypoplasia	HP:0003311
Small odontoid process	HP:0003311
Small odontoid peg	HP:0003311
Hypoplasia of the odontoid process	HP:0003311
Abnormal form of the vertebral bodies	HP:0003312
Abnormally shaped vertebrae	HP:0003312
Butterfly vertebrae	HP:0003316
Cervical spine hypermobility	HP:0003318
Cervical vertebral anomalies	HP:0003319
Abnormality of the cervical vertebrae	HP:0003319
Cervical vertebral abnormalities	HP:0003319
Abnormality of the cervical spine	HP:0003319
Abnormality of cervical vertebra	HP:0003319
Abnormal cervical spine	HP:0003319
Cervical spine abnormalities	HP:0003319
Disorder of cervical vertebra	HP:0003319
C1-C2 subluxation	HP:0003320
Biconcave flattened vertebrae	HP:0003321
Progressive muscular weakness	HP:0003323
Progressive muscle weakness	HP:0003323
Muscle weakness, progressive	HP:0003323
Generalized muscle weakness	HP:0003324
Generalized weakness	HP:0003324
Muscle weakness, generalized	HP:0003324
Muscle weakness, diffuse	HP:0003324
Limb girdle weakness	HP:0003325
Muscle weakness, limb-girdle	HP:0003325
Muscular weakness, limb-girdle	HP:0003325
Limb-girdle muscle weakness	HP:0003325
Muscle ache	HP:0003326
Muscle pain	HP:0003326
Myalgia	HP:0003326
Myalgias	HP:0003326
Axial muscle weakness	HP:0003327
Abnormal hair laboratory examination	HP:0003328
Hair shafts flattened at irregular intervals and twisted through 180 degrees about their axes	HP:0003329
Abnormal bone structure	HP:0003330
Absent primary metaphyseal spongiosa	HP:0003332
Increased serum beta-hexosaminidase	HP:0003333
Elevated circulating catecholamine level	HP:0003334
Abnormal enchondral ossification	HP:0003336
Reduced prothrombin consumption	HP:0003337
Poor prothrombin consumption	HP:0003337
Focal necrosis of right ventricular muscle cells	HP:0003338
Pyrimidine-responsive megaloblastic anemia	HP:0003339
Anemia corrected by uridylic acid and cytidylic acid	HP:0003339
Subepidermal blistering with cleavage in the lamina lucida	HP:0003341
Junctional split	HP:0003341
Reduced glutathione synthetase activity	HP:0003343
Glutathione synthetase deficiency	HP:0003343
3-Methylglutaric aciduria	HP:0003344
3-methylglutaricaciduria	HP:0003344
Elevated urinary norepinephrine	HP:0003345
Impaired lymphocyte transformation with phytohemagglutinin	HP:0003347
Hyperalaninemia	HP:0003348
Increased serum alanine	HP:0003348
Increased blood alanine	HP:0003348
Low cholesterol esterification rate	HP:0003349
Low plasma renin activity	HP:0003351
Decreased plasma renin activity	HP:0003351
Decreased circulating renin level	HP:0003351
Suppressed plasma renin activity	HP:0003351
Endopolyploidy on chromosome studies of bone marrow	HP:0003352
Propionyl-CoA carboxylase deficiency	HP:0003353
High blood threonine levels	HP:0003354
Hyperthreoninemia	HP:0003354
Elevated circulating threonine	HP:0003354
Abnormal urinary amino-acid findings	HP:0003355
High urine amino acid levels	HP:0003355
Hyperaminoaciduria	HP:0003355
Aminoaciduria	HP:0003355
Increased levels of animo acids in urine	HP:0003355
Thymic hormone decreased	HP:0003357
Decreased thymic hormone	HP:0003357
Elevated intracellular cystine	HP:0003358
Decreased urinary sulfate	HP:0003359
Tryptophanuria	HP:0003361
High urine tryptophan levels	HP:0003361
Increased plasma VLDL cholesterol	HP:0003362
Increased circulating very-low-density lipoprotein levels	HP:0003362
Increased circulating very-low-density lipoprotein cholesterol	HP:0003362
Increased VLDL cholesterol concentration	HP:0003362
Situs inversus visceralis	HP:0003363
Situs inversus viscerum	HP:0003363
Abdominal situs inversus	HP:0003363
Arthralgia of the hip	HP:0003365
Hip arthralgia	HP:0003365
Hip joint pain	HP:0003365
Coxalgia	HP:0003365
Abnormal neck or head of thigh bone	HP:0003366
Abnormality of the femoral neck or head region	HP:0003366
Abnormal neck of thigh bone	HP:0003367
Abnormality of the femoral neck	HP:0003367
Abnormal head of thigh bone	HP:0003368
Abnormality of the femoral head	HP:0003368
Flat capital femoral epiphyses	HP:0003370
Flat proximal femoral epiphyses	HP:0003370
Flat end part of innermost thighbone	HP:0003370
Flat capital femoral epiphysis	HP:0003370
Flattened proximal femoral epiphyses	HP:0003370
Flat femoral capital epiphyses	HP:0003370
Enlarged capital femoral epiphyses	HP:0003371
Enlarged end part of innermost thighbone	HP:0003371
Enlargement of the proximal femoral epiphysis	HP:0003371
Narrowed greater sciatic notch	HP:0003375
Narrowed sacrosciatic notch	HP:0003375
Narrow sciatic notches	HP:0003375
Small sacrosciatic notches	HP:0003375
Narrow greater sacrosciatic notches	HP:0003375
Narrow sacrosciatic notch	HP:0003375
Small sacrosciatic notch	HP:0003375
High stepping	HP:0003376
'steppage' gait	HP:0003376
Steppage gait	HP:0003376
Axon degeneration and regeneration	HP:0003378
Axonal degeneration/regeneration	HP:0003378
Loss of myelinated fibers	HP:0003380
Decreased number of peripheral myelinated nerve fibers	HP:0003380
Decreased number of large and small myelinated fibers	HP:0003380
Hypertrophic nerve changes	HP:0003382
'Onion bulb' formations	HP:0003383
Onion bulb formations	HP:0003383
Onion bulb formation	HP:0003383
Peripheral axonal atrophy	HP:0003384
Depletion of large myelinated fibers	HP:0003387
Loss of larger myelinated nerve fibers	HP:0003387
Decreased number of large peripheral myelinated nerve fibers	HP:0003387
Loss of large myelinated fibers	HP:0003387
Tired easily	HP:0003388
Easy fatigability	HP:0003388
Sensory axonal neuropathy	HP:0003390
Peripheral sensory axonal neuropathy	HP:0003390
Axonal sensory neuropathy	HP:0003390
Gower sign	HP:0003391
Positive Gowers sign	HP:0003391
Gowers sign	HP:0003391
Positive Gower sign	HP:0003391
First dorsal interossei muscle weakness	HP:0003392
Thenar muscle atrophy	HP:0003393
Muscle cramps	HP:0003394
Muscle spasm	HP:0003394
Syrinx	HP:0003396
Syringomyelia	HP:0003396
Fluid-filled cyst in spinal cord	HP:0003396
Generalized hypotonia due to defect at the neuromuscular junction	HP:0003397
Abnormal synaptic transmission at the neuromuscular junction	HP:0003398
Abnormality of neuromuscular transmission	HP:0003398
Basal lamina 'onion bulb' formations on nerve biopsy	HP:0003400
Basal lamina onion bulb formation	HP:0003400
Paresthesia	HP:0003401
Pins and needles feeling	HP:0003401
Paresthesias	HP:0003401
Tingling	HP:0003401
Decreased MEPP	HP:0003402
Small miniature endplate potentials	HP:0003402
Small miniature endplate currents	HP:0003402
Decreased miniature endplate potentials	HP:0003402
EMG: decremental response of CMAP to repetitive nerve stimulation	HP:0003403
EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	HP:0003403
EMG: decrement at repetitive stimulation	HP:0003403
