Abnormality of taste sensation	HP:0000223
Focal-onset seizure evolving into generalized convulsive status epilepticus	HP:0032662
Secondarily generalised tonic-clonic status epilepticus	HP:0032662
Focal-onset seizure evolving into generalised convulsive status epilepticus	HP:0032662
Secondarily generalized tonic-clonic status epilepticus	HP:0032662
Secondarily generalised convulsive status epilepticus	HP:0032662
Focal-onset seizure evolving into bilateral convulsive status epilepticus	HP:0032662
Secondarily generalized convulsive status epilepticus	HP:0032662
Focal motor status epilepticus	HP:0032663
Adversive status epilepticus	HP:0032664
Jacksonian status epilepticus	HP:0032665
Repeated focal motor seizures	HP:0032665
Hyperkinetic status epilepticus	HP:0032666
Myoclonic status epilepticus	HP:0032667
Myoclonic status epilepticus without coma	HP:0032668
Myoclonic status epilepticus with coma	HP:0032669
Tonic status epilepticus	HP:0032670
Non-convulsive status epilepticus without coma	HP:0032671
Autonomic status epilepticus	HP:0032672
Focal non-convulsive status epilepticus without coma	HP:0032673
Generalized-onset motor seizure	HP:0032677
Generalised-onset motor seizure	HP:0032677
Generalised onset motor seizure	HP:0032677
Generalized onset motor seizure	HP:0032677
Eyelid myoclonia seizure	HP:0032678
Partial seizure without motor onset	HP:0032679
Focal seizure without motor onset	HP:0032679
Focal non-motor seizure	HP:0032679
Focal cognitive seizure	HP:0032680
Cognitive aura	HP:0032680
Partial cognitive seizure	HP:0032680
Cognitive seizure	HP:0032680
Focal aware cognitive seizure	HP:0032681
Focal aware non-motor seizure	HP:0032682
Focal non-motor aware seizure	HP:0032682
Focal aware cognitive seizure with auditory agnosia	HP:0032684
Focal cognitive seizure with auditory agnosia	HP:0032685
Focal aware cognitive seizure with memory impairment	HP:0032686
Amnestic seizure	HP:0032687
Focal cognitive seizure with memory impairment	HP:0032687
Amnestic aura	HP:0032687
Focal aware cognitive seizure with dissociation	HP:0032688
Focal cognitive seizure with dissociation	HP:0032689
Focal aware cognitive seizure with dyscalculia/acalculia	HP:0032690
Focal cognitive seizure with dyscalculia/acalculia	HP:0032691
Focal cognitive seizure with forced thinking	HP:0032692
Focal cognitive seizure with neglect	HP:0032693
Focal cognitive seizure with dyslexia/alexia	HP:0032694
Focal cognitive seizure with receptive dysphasia/aphasia	HP:0032696
Focal cognitive seizure with conduction dysphasia/aphasia	HP:0032698
Focal cognitive seizure with dysgraphia/agraphia	HP:0032699
Focal cognitive seizure with left-right confusion	HP:0032700
Focal cognitive seizure with anomia	HP:0032701
Focal cognitive seizure with expressive dysphasia/aphasia	HP:0032702
Focal aware cognitive seizure with illusion	HP:0032704
Focal aware cognitive seizure with forced thinking	HP:0032705
Focal aware cognitive seizure with left-right confusion	HP:0032706
Focal aware cognitive seizure with dyslexia/alexia	HP:0032707
Focal aware cognitive seizure with anomia	HP:0032708
Focal aware cognitive seizure with dysgraphia/agraphia	HP:0032709
Focal aware cognitive seizure with receptive dysphasia/aphasia	HP:0032710
Focal aware clonic seizure	HP:0032711
Focal impaired awareness motor seizure	HP:0032712
Focal motor impaired awareness seizure	HP:0032712
Focal impaired awareness motor seizure with version	HP:0032713
Focal motor impaired awareness seizure with version	HP:0032713
Focal impaired awareness bilateral motor seizure	HP:0032714
Focal bilateral motor seizure	HP:0032715
Focal impaired awareness non-motor seizure	HP:0032716
Focal non-motor impaired awareness seizure	HP:0032716
Focal motor impaired awareness seizure with dystonia	HP:0032717
Focal impaired awareness motor seizure with dystonia	HP:0032717
Focal motor seizure with dystonia	HP:0032718
Focal motor impaired awareness seizure with dysarthria/anarthria	HP:0032719
Focal impaired awareness motor seizure with dysarthria/anarthria	HP:0032719
Focal motor seizure with dysarthria/anarthria	HP:0032720
Focal motor seizure with paresis/paralysis	HP:0032721
Focal aware tonic seizure	HP:0032722
Focal motor aware seizure with dystonia	HP:0032723
Focal aware motor seizure with dystonia	HP:0032723
Focal impaired awareness tonic seizure	HP:0032724
Focal impaired awareness clonic seizure	HP:0032725
Focal impaired awareness hyperkinetic seizure	HP:0032726
Focal emotional seizure with agitation	HP:0032727
Focal impaired awareness atonic seizure	HP:0032728
Focal emotional seizure with pleasure	HP:0032729
Focal impaired awareness myoclonic seizure	HP:0032730
Focal aware hyperkinetic seizure	HP:0032731
Focal aware motor seizure with paresis/paralysis	HP:0032732
Focal motor aware seizure with paresis/paralysis	HP:0032732
Focal aware motor seizure with dysarthria/anarthria	HP:0032733
Focal motor aware seizure with dysarthria/anarthria	HP:0032733
Focal aware emotional seizure	HP:0032734
Focal aware emotional seizure with anger	HP:0032735
Focal emotional seizure with anger	HP:0032736
Focal emotional seizure with paranoia	HP:0032737
Focal aware emotional seizure with fear/anxiety/panic	HP:0032738
Focal emotional seizure with fear/anxiety/panic	HP:0032739
Focal aware autonomic seizure	HP:0032740
Localised autonomic seizures without altered responsiveness	HP:0032740
Focal autonomic seizures without altered responsiveness	HP:0032740
Partial autonomic seizures without altered responsiveness	HP:0032740
Localized autonomic seizures without altered responsiveness	HP:0032740
Focal aware emotional seizure with paranoia	HP:0032741
Focal aware emotional seizure with pleasure	HP:0032742
Focal aware emotional seizure with crying	HP:0032743
Focal aware emotional seizure with agitation	HP:0032744
Focal aware emotional seizure with laughing	HP:0032745
Focal impaired awareness emotional seizure	HP:0032746
Focal impaired awareness emotional seizure with pleasure	HP:0032747
Focal impaired awareness emotional seizure with anger	HP:0032748
Focal impaired awareness emotional seizure with paranoia	HP:0032749
Focal impaired awareness emotional seizure with laughing	HP:0032750
Focal impaired awareness emotional seizure with crying	HP:0032751
Focal impaired awareness emotional seizure with fear/anxiety/panic	HP:0032752
Focal impaired awareness emotional seizure with agitation	HP:0032753
Focal aware sensory seizure	HP:0032754
Partial autonomic seizure with altered responsiveness	HP:0032755
Localized autonomic seizure with altered responsiveness	HP:0032755
Focal impaired awareness autonomic seizure	HP:0032755
Focal autonomic seizure with altered responsiveness	HP:0032755
Localised autonomic seizure with altered responsiveness	HP:0032755
Focal impaired awareness cognitive seizure	HP:0032756
Focal aware hemiclonic seizure	HP:0032757
Focal aware myoclonic seizure	HP:0032758
Vestibular aura	HP:0032759
Focal sensory seizure with vestibular features	HP:0032759
Partial vestibular seizure	HP:0032759
Focal vestibular seizure	HP:0032759
Focal sensory seizure with hot-cold sensations	HP:0032760
Focal aware autonomic seizure with pallor/flushing	HP:0032761
Focal autonomic seizure with pallor/flushing	HP:0032762
Focal autonomic seizure with pupillary dilation/constriction	HP:0032763
Focal autonomic seizure with erection	HP:0032764
Focal autonomic seizure with urge to urinate/defecate	HP:0032765
Focal autonomic seizure with hypoventilation/hyperventilation/altered respiration	HP:0032766
Focal autonomic seizure with piloerection	HP:0032767
Focal aware autonomic seizure with pupillary dilation/constriction	HP:0032768
Focal aware autonomic seizure with hypoventilation/hyperventilation/altered respiration	HP:0032769
Focal aware autonomic seizure with erection	HP:0032770
Focal autonomic seizure with lacrimation	HP:0032771
Focal impaired awareness autonomic seizure with piloerection	HP:0032772
Focal autonomic seizure with palpitations/tachycardia/bradycardia/asystole	HP:0032773
Focal impaired awareness autonomic seizure with urge to urinate/defecate	HP:0032774
Focal impaired awareness autonomic seizure with hypoventilation/hyperventilation/altered respiration	HP:0032775
Focal aware autonomic seizure with lacrimation	HP:0032776
Focal impaired awareness autonomic seizure with pallor/flushing	HP:0032777
Focal impaired awareness autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena	HP:0032778
Focal impaired awareness autonomic seizure with pupillary dilation/constriction	HP:0032779
Focal impaired awareness autonomic seizure with erection	HP:0032780
Focal aware autonomic seizure with urge to urinate/defecate	HP:0032781
Focal impaired awareness autonomic seizure with lacrimation	HP:0032782
Focal aware autonomic seizure with piloerection	HP:0032783
Focal aware autonomic seizure with palpitations/tachycardia/bradycardia/asystole	HP:0032784
Focal aware autonomic seizure with epigastric sensation/nausea/vomiting/other gastrointestinal phenomena	HP:0032785
Migrating focal seizure	HP:0032786
Migrating partial seizure	HP:0032786
Focal impaired awareness sensory seizure	HP:0032787
Focal impaired awareness autonomic seizure with palpitations/tachycardia/bradycardia/asystole	HP:0032788
Focal aware behaviour arrest seizure	HP:0032789
Focal aware behavior arrest seizure	HP:0032789
Focal impaired awareness behavior arrest seizure	HP:0032790
Focal impaired awareness behaviour arrest seizure	HP:0032790
Focal impaired awareness cognitive seizure with anomia	HP:0032791
Tonic seizure	HP:0032792
Focal impaired awareness cognitive seizure with receptive dysphasia/aphasia	HP:0032793
Myoclonic seizure	HP:0032794
Generalised-onset myoclonic-tonic-clonic seizure	HP:0032795
Generalized myoclonic-tonic-clonic seizure	HP:0032795
Generalised onset myoclonic-tonic-clonic seizure	HP:0032795
generalised onset myoclonic-tonic-clonic seizure	HP:0032795
Generalized-onset myoclonic-tonic-clonic seizure	HP:0032795
generalized onset myoclonic-tonic-clonic seizure	HP:0032795
Generalised myoclonic-tonic-clonic seizure	HP:0032795
Focal impaired awareness cognitive seizure with left-right confusion	HP:0032796
Focal aware sensory seizure with olfactory features	HP:0032797
Focal impaired awareness cognitive seizure with neglect	HP:0032798
Focal impaired awareness hemiclonic seizure	HP:0032799
Focal aware sensory seizure with vestibular features	HP:0032800
Focal impaired awareness cognitive seizure with memory impairment	HP:0032801
Focal impaired awareness cognitive seizure with dyscalculia/acalculia	HP:0032802
Focal impaired awareness cognitive seizure with dysgraphia/agraphia	HP:0032803
Focal impaired awareness sensory seizure with olfactory features	HP:0032804
Focal impaired awareness sensory seizure with vestibular features	HP:0032805
Focal impaired awareness sensory seizure with visual features	HP:0032806
Neonatal seizure	HP:0032807
Neonatal seizure with electrographic correlate	HP:0032808
Neonatal electro-clinical seizure	HP:0032809
Focal seizure with cephalic sensation	HP:0032810
Cephalic aura	HP:0032810
Focal sensory seizure with cephalic sensation	HP:0032810
Partial seizure with cephalic sensation	HP:0032810
Neonatal electrographic only seizure	HP:0032811
Neonatal electro-clinical non-motor seizure	HP:0032812
Neonatal electro-clinical motor seizure	HP:0032813
Neonatal electro-clinical clonic seizure	HP:0032814
Neonatal electroclinical clonic seizure	HP:0032814
Neonatal electro-clinical myoclonic seizure	HP:0032815
Neonatal electroclinical myoclonic seizure	HP:0032815
Neonatal multifocal myoclonic seizure	HP:0032816
Neonatal focal myoclonic seizure	HP:0032817
Neonatal focal clonic seizure	HP:0032818
Neonatal bilateral clonic seizure	HP:0032819
Neonatal multifocal clonic seizure	HP:0032820
Neonatal electro-clinical tonic seizure	HP:0032821
Neonatal electro-clinical autonomic seizure	HP:0032822
Neonatal electroclinical seizure with behavioural arrest	HP:0032823
Neonatal electro-clinical seizure with behavior arrest	HP:0032823
Neonatal electroclinical seizure with behavioral arrest	HP:0032823
Neonatal electro-clinical seizure with behaviour arrest	HP:0032823
Neonatal focal tonic seizure	HP:0032824
Neonatal electroclinical sequential seizure	HP:0032825
Neonatal electro-clinical sequential seizure	HP:0032825
Focal neonatal sequential seizure	HP:0032826
Multifocal neonatal sequential seizure	HP:0032827
Neonatal bilateral symmetric tonic seizure	HP:0032828
Neonatal electroclinical motor seizure with automatism	HP:0032829
Neonatal electro-clinical motor seizure with automatism	HP:0032829
Neonatal seizure with bilateral asymmetric automatism	HP:0032830
Neonatal bilateral asymmetric tonic seizure	HP:0032831
Neonatal bilateral asymmetric myoclonic seizure	HP:0032832
Neonatal epileptic spasm	HP:0032833
Neonatal seizure with unilateral automatism	HP:0032834
Neonatal seizure with bilateral symmetric automatism	HP:0032835
Neonatal bilateral symmetric myoclonic seizure	HP:0032836
Bilateral asymmetric neonatal sequential seizure	HP:0032837
Neonatal unilateral epileptic spasm	HP:0032838
Bilateral symmetric neonatal sequential seizure	HP:0032839
Neonatal bilateral symmetric epileptic spasm	HP:0032840
Neonatal bilateral asymmetric epileptic spasm	HP:0032841
Generalized onset epileptic spasm	HP:0032842
Generalized-onset epileptic spasm	HP:0032842
Generalised-onset epileptic spasm	HP:0032842
Generalised onset epileptic spasm	HP:0032842
Focal onset epileptic spasm	HP:0032843
Focal-onset epileptic spasm	HP:0032843
Focal impaired awareness epileptic spasm	HP:0032844
Focal aware epileptic spasm	HP:0032845
Focal motor seizure with negative myoclonus	HP:0032846
Focal impaired awareness hemifacial clonic seizure	HP:0032847
Focal aware cognitive seizure with neglect	HP:0032848
Aphasic status epilepticus	HP:0032849
Focal aware cognitive seizure with expressive dysphasia/aphasia	HP:0032850
Focal aware sensory seizure with visual features	HP:0032851
Focal impaired awareness cognitive seizure with conduction dysphasia/aphasia	HP:0032852
Focal impaired awareness sensory seizure with hot-cold sensations	HP:0032853
Focal aware hemifacial clonic seizure	HP:0032854
Photically induced myoclonic-tonic-clonic seizure	HP:0032855
Photosensitive myoclonic-tonic-clonic seizure	HP:0032855
Focal aware bilateral motor seizure	HP:0032856
Focal aware motor seizure with negative myoclonus	HP:0032857
Focal motor aware seizure with negative myoclonus	HP:0032857
Focal motor impaired awareness seizure with negative myoclonus	HP:0032858
Focal impaired awareness motor seizure with negative myoclonus	HP:0032858
Focal motor impaired awareness seizure with paresis/paralysis	HP:0032859
Focal impaired awareness motor seizure with paresis/paralysis	HP:0032859
Generalized non-convulsive status epilepticus without coma	HP:0032860
Petit mal status epilepticus	HP:0032860
Absence status epilepticus	HP:0032860
Generalised non-convulsive status epilepticus without coma	HP:0032860
Focal non-convulsive status epilepticus with impairment of consciousness	HP:0032861
Focal non-convulsive status epilepticus with impairment of awareness	HP:0032861
Focal inhibitory status epilepticus	HP:0032862
Status epilepticus with ictal paresis	HP:0032862
Typical absence status epilepticus	HP:0032863
Simple absence status epilepticus	HP:0032863
Focal aware sensory seizure with auditory features	HP:0032864
Myoclonic absence status epilepticus	HP:0032865
Oculoclonic status epilepticus	HP:0032866
Refractory status epilepticus	HP:0032867
Super-refractory status epilepticus	HP:0032868
Focal non-convulsive status epilepticus with retained awareness	HP:0032869
Aura continua	HP:0032869
Focal non-convulsive status epilepticus without impairment of consciousness	HP:0032869
Focal non-convulsive status epilepticus without impairment of awareness	HP:0032869
Focal impaired awareness cognitive seizure with dyslexia/alexia	HP:0032870
Focal aware cognitive seizure with hallucination	HP:0032871
Focal impaired awareness cognitive seizure with illusion	HP:0032872
Focal aware sensory seizure with cephalic sensation	HP:0032873
Focal impaired awareness cognitive seizure with auditory agnosia	HP:0032874
Focal aware cognitive seizure with conduction dysphasia/aphasia	HP:0032876
Focal aware sensory seizure with hot-cold sensations	HP:0032877
Focal impaired awareness sensory seizure with cephalic sensation	HP:0032878
Focal impaired awareness seizure with dissociation at onset	HP:0032879
Focal impaired awareness sensory seizure with auditory features	HP:0032880
Focal impaired awareness cognitive seizure with deja vu/jamais vu	HP:0032882
Focal aware cognitive seizure with deja vu/jamais vu	HP:0032883
Focal aware sensory seizure with somatosensory features	HP:0032884
Focal impaired awareness cognitive seizure with hallucination	HP:0032885
Focal impaired awareness cognitive seizure with expressive dysphasia/aphasia	HP:0032886
Generalised atonic seizure	HP:0032887
Generalized atonic seizure	HP:0032887
Focal impaired awareness cognitive seizure with forced thinking	HP:0032888
Focal aware sensory seizure with gustatory features	HP:0032889
Focal impaired awareness sensory seizure with somatosensory features	HP:0032890
Focal aware motor seizure with version	HP:0032891
Focal motor aware seizure with version	HP:0032891
Infection-related seizure	HP:0032892
Gastroenteritis-related afebrile seizure	HP:0032893
