Lower lip pit	HP:0000196
Unerupted permanent teeth	None
Failure of eruption of permanent teeth	None
Unerupted adult teeth	None
Unerupted adult dentition	None
Failure of eruption of adult teeth	None
Unerupted permanent dentition	None
Neoplasm of the tongue	None
Short palate	None
Short hard palate	None
Hypoplastic palate	None
Decreased length of hard palate	None
Abnormality of the nasolacrimal system	None
Abnormal nasolacrimal system morphology	None
bone maxilla	None
Fractured maxilla	None
Long uvula	None
Hyperplasia of uvula	None
Elongated uvula	None
Long palatine uvula	None
Long palpebral fissure	None
Wide opening between the eyelids	None
Wide palpebral fissures	None
Wide palpebral fissure	None
Long opening between the eyelids	None
Broad palpebral fissure	None
Broad opening between the eyelids	None
Long palpebral fissures	None
Decreased size of nasopharyngeal adenoids	None
Abnormality of the sinuses of the head	None
Abnormality of the sinuses	None
Abnormality of the paranasal sinuses	None
Abnormal paranasal sinus morphology	None
Widened posterior fossa	None
Enlarged posterior fossa	None
Brachy-turricephaly	None
Brachyturricephaly	None
High, prominent forehead	None
Turribrachycephaly	None
Temporomandibular malocclusion	None
Temporomandibular joint dislocation	None
Temporomandibular joint adhesion	None
Narrow mouth	None
Microstomia	None
Small mouth	None
Small oral aperture	None
Hypoplasia of the lacrimal punctum	None
Hypoplasia of the lacrimal puncta	None
Hypoplastic lacrimal puncta	None
Barrel-shaped tooth	None
Supplemental teeth	None
Tooth, supernumerary	None
Supernumerary tooth	None
Extra teeth	None
Supernumary dentition	None
Supernumerary teeth	None
Increased number of teeth	None
Hyperdontia	None
More teeth than normal	None
Increased tooth count	None
Supplemental dentition	None
Supernumary teeth	None
Incomplete cleft maxillary alveolar ridge	None
Hyperplasia of half of the tongue	None
Hemiglossal hypertrophy	None
Hypertrophy of half of the tongue	None
Increased size of half of the tongue	None
Hemimacroglossia	None
Large half of tongue	None
Hemiglossal hyperplasia	None
Total anosmia	None
Metopic depression	None
Depression of metopic cranial suture	None
Frontal suture depression	None
Depression of frontal cranial suture	None
Retinal artery occlusion	None
Retinal arterial occlusion	None
Abnormality of the orbital bones of skull	None
Abnormality of the bony eye socket	None
Abnormal morphology of bony orbit of skull	None
Abnormality of bones of the orbit of the skull	None
Abnormality of bony orbit of skull	None
Retinal hamartoma	None
Neoplasm of the pharynx	None
Neoplasia of the pharynx	None
Tumor of the pharynx	None
Tumour of the pharynx	None
Pharyngeal neoplasm	None
Widened alveolar ridges	None
Wide alveolar margins	None
Wide alveolar processes of jaw	None
Broad alveolar ridges	None
Wide gum ridges	None
Broad alveolar margins	None
Broad alveolar processes of jaw	None
Central sinus of philtrum	None
Midline sinus of philtrum	None
Philtrum, Midline Sinus	None
Aplastic zygomatic arch	None
bone nose	None
Fractured nose	None
Atretic occipital cephalocele	None
Abnormality of the parietal bone	None
Abnormality of the parietal bone of skull	None
Abnormal parietal bone morphology	None
Arteriovenous malformation of the lip	None
Atypical connection between arteries and veins	None
Sunken fontanelle	None
Loss of smell	None
Anosmia	None
Lost smell	None
Cementoma	None
Increased vertical dimension of philtrum	None
Increased length of philtrum	None
Vertical hyperplasia of philtrum	None
Long philtrum	None
Elongated philtrum	None
Increased height of philtrum	None
Inverted eyelid	None
Eyelid folded in	None
Entropion	None
Eyelid turned in	None
Hypoplasia of the dental root	None
Microcephaly, postnatal, progressive	None
Progressive microcephaly	None
Progressively abnormally small cranium	None
Progressively abnormally small skull	None
Microcephaly, progressive	None
Cicatricial entropion	None
Premature eruption of adult teeth	None
Early eruption of adult teeth	None
Precocious eruption of secondary dentition	None
Precocious eruption of secondary teeth	None
Early eruption of permanent teeth	None
Premature eruption of permanent teeth	None
Nonexudative conjunctivitis	None
Full thickness defect of the eyelid	None
Notched eyelid	None
Eyelid coloboma	None
Cleft eyelid	None
Facial shape compression	None
Distortion of facial shape	None
Facial shape deformation	None
Small shallow orbits	None
Shallow eye sockets	None
Decreased depth of orbits	None
Decreased depth of eye sockets	None
Shallow orbits	None
Green colored teeth	None
Green coloured teeth	None
Green tooth shade	None
Green teeth	None
Abnormal ocular adnexa morphology	None
Anomaly of the upper lip vermillion	None
Deformity of the upper lip vermillion	None
Abnormality of the red part of the upper lip	None
Malformation of the upper lip vermillion	None
Abnormality of upper lip vermillion	None
Abnormality of tensor veli palatini muscle	None
Abnormality of uvular muscle	None
Abnormality of musculus uvulae	None
Multiple eyelid margin cysts	None
Multiple eyelid-margin apocrine hidrocystomas	None
Flat glabella	None
Deficiency of glabella	None
Depressed glabella	None
Flat area between the eyebrows	None
Hypoplasia of glabella	None
Deficient area between the eyebrows	None
Concave glabella	None
Fetal neck anomaly	None
Pursed lips	None
Tightly closed lips	None
Parotid oncocytoma	None
Salivary gland oncocytoma	None
Thin uvula	None
Narrow uvula	None
Narrow palatine uvula	None
Decreased volume of paranasal sinus	None
Decreased growth of paranasal sinus	None
Paranasal sinus hypoplasia	None
Hypotrophic paranasal sinus	None
Underdevelopment of paranasal sinus	None
Small paranasal sinus	None
Decreased size of paranasal sinus	None
Decreased pneumatization of paranasal sinus	None
Atelectasis of paranasal sinus	None
Branch retinal artery occlusion	None
Freezing of jaw joint	None
Temporomandibular joint ankylosis	None
Rigidity of the temporomandibular joint	None
Jaw ankylosis	None
Adhesion of the temporomandibular joint	None
Ankylosis of temporomandibular joint	None
Temporomandibular joint fusion	None
Freezing of the temporomandibular joint	None
Disorder of maxillary and mandibular dental arch relationship	None
Hypoplasia of maxilla relative to mandible	None
Distinctive facies	None
Dysmorphic facies	None
Abnormal facial shape	None
Unusual facies	None
Abnormal morphology of the face	None
Dysmorphic facial features	None
Funny looking face	None
Unusual facial appearance	None
Malformation of face	None
Deformity of face	None
Facial dysmorphism	None
Distortion of face	None
Abnormality of mandibular ramus	None
Abnormal mandibular ramus morphology	None
Missing upper front baby tooth	None
Absence of upper front baby tooth	None
Failure of development of primary maxillary central incisor	None
Absence of deciduous maxillary central incisor	None
Absence of primary maxillary central incisor	None
Failure of development of deciduous maxillary central incisor	None
Missing deciduous maxillary central incisor	None
Missing upper front milk tooth	None
Agenesis of deciduous maxillary central incisor	None
Missing primary maxillary central incisor	None
Agenesis of primary maxillary central incisor	None
Localized periodontitis	None
Limited area of gum disease	None
Localized gum disease	None
Localised periodontitis	None
Localized periodontal disease	None
Localised gum disease	None
Localised periodontal disease	None
Involutional entropion	None
Infra-orbital crease	None
Infraorbital crease	None
Crease in skin under the eye	None
Underorbital skin creases	None
Groove in skin under the eye	None
Infraorbital creases	None
Retinal hemangioblastoma	None
Retinal capillary hemangioma	None
Low insertion of columella	None
Columella, low insertion	None
Ala higher than columella	None
Increased width of nose	None
Increased nasal breadth	None
Increased nasal width	None
Broad nose	None
Wide nose	None
Increased breadth of nose	None
Abnormal premolar morphology	None
Abnormality of premolar morphology	None
Abnormality of shape of bicuspid	None
Abnormality of bicuspid morphology	None
Abnormality of shape of premolar	None
Widely patent fontanels and sutures	None
Widely patent fontanelles and sutures	None
Telecanthus	None
Corners of eye widely separated	None
Dystopia canthorum	None
Increased distance between medial canthi	None
Increased intercanthal distance	None
Abnormality of the ocular adnexa	None
Euryblepharon	None
Kabuki syndrome eyelids	None
Disturbance of facial expression	None
Nasal dermoid cyst	None
Abnormality of oral frenum	None
Abnormality of lingual frenum	None
Abnormality of oral frenula	None
Abnormal oral frenulum morphology	None
Abnormality of frenum of tongue	None
Head stopped growing	None
Cessation of head growth	None
Cranium stopped growing	None
Skull stopped growing	None
Oligodontia of primary teeth	None
Fewer deciduous teeth than normal	None
Decreased number of milk teeth	None
Decreased number of baby teeth	None
Fewer baby teeth than normal	None
Partial anodontia of deciduous teeth	None
Missing some milk teeth	None
Partial anodontia of primary teeth	None
Failure of development of some deciduous teeth	None
Decreased number of primary teeth	None
Failure of development of some primary teeth	None
Missing some primary teeth	None
Fewer primary teeth than normal	None
Missing some baby teeth	None
Decreased number of deciduous teeth	None
Gingival cleft	None
Eversion of lateral third of lower eyelids	None
Weakness of orbicularis oculi muscle	None
Weakness of orbicularis oculi muscles	None
Agenesis of second permanent molar	None
Failure of development of second permanent molar	None
Missing twelve year molar	None
Agenesis of twelve year molar	None
Missing second permanent molar	None
Absence of twelve year molar	None
Absence of second permanent molar	None
Failure of development of twelve year molar	None
Triangle shaped tongue	None
Triangular tongue	None
Diastema between upper front teeth	None
Gap between upper front teeth	None
Wide gap between upper central incisors	None
Central incisor gap	None
Diastema between maxillary central incisors	None
Diastasis of the central incisors	None
Wide upper central incisors	None
Diastema between upper incisors	None
Widely-spaced maxillary central incisors	None
Separated superior central incisors	None
Widely spaced upper incisors	None
Transverse facial cleft	None
Lateral facial cleft	None
Deformity of the lower lip	None
Abnormal lower lip morphology	None
Anomaly of the lower lip	None
Abnormality of lower lip	None
Malformation of the lower lip	None
Horizontal eyelid laxity	None
Abnormality of the zygomatic bone	None
Abnormal malar bone morphology	None
Deformity of the cheekbone	None
Abnormal zygomatic bone morphology	None
Abnormality of the cheekbone	None
Anomaly of the zygomatic bone	None
Malformation of the zygomatic bone	None
Deformity of the zygomatic bone	None
Abnormality of inferior oblique extraocular muscle	None
Abnormality of the inferior oblique muscle	None
Persistent, open anterior fontanel	None
Persistent open anterior fontanelle	None
Anterior fontanelle open in adults	None
Front fontanelle stays open	None
Mesiodens	None
Midline supernumary tooth	None
Mesiodentes	None
Median supernumary tooth	None
Extra tooth in the midline	None
Extra tooth	None
Abnormal shape of the opening between the eyelids	None
Abnormal shape of the palpebral fissure	None
Abnormal morphology of the palpebral fissure	None
Fetal nuchal edema	None
Alveolar ridge cleft	None
Cleft of alveolar ridge of maxilla	None
Cleft maxillary alveolar ridge	None
Cleft maxillary alveolus	None
Notch of gum ridge	None
Notch of alveolar ridge	None
Cleft anterior maxilla	None
Cleft of gum ridge	None
Cleft of alveolar process	None
Alveolar cleft	None
Notch of alveolar process	None
Absence of lower central incisor	None
Failure of development of mandibular central incisor	None
Absence of mandibular central incisor	None
Agenesis of mandibular central incisor	None
Missing lower central incisor	None
Missing mandibular central incisor	None
Underdevelopment of nose	None
Aplasia of the nose	None
Nasal underdevelopment	None
Absent nose	None
Missing nose	None
Failure of development of nose	None
Arrhinia	None
Abnormal spaced incisors	None
Abnormality of spacing of front teeth	None
Abnormality of spacing of incisors	None
Complete bilateral cleft lip	None
Mouth neoplasm	None
Lesion of oral cavity	None
Neoplasm of the oral cavity	None
Mouth tumor	None
Mouth tumour	None
Tumour of oral cavity	None
Neoplasm of the mouth	None
Tumor of oral cavity	None
Robin mandible	None
Hypotrophic mandible	None
Mandibular micrognathia	None
Mandibular hypoplasia	None
Lower jaw hypoplasia	None
Little lower jaw	None
