Inguinal hernia	HP:0000023
Absent kneecap	HP:0006443
Absent patella	HP:0006443
Absent patellae	HP:0006443
Dysplastic patella	HP:0006446
Distal radial epiphyseal osteolysis	HP:0006449
Multicentric ossification of proximal femoral epiphyses	HP:0006450
Laterally displaced femoral heads	HP:0006453
Lateral displacement of the femoral head	HP:0006453
Delayed patellar ossification	HP:0006454
Delayed patellae ossification	HP:0006454
Delayed bone maturation of the knee cap	HP:0006454
Irregular innermost shinbone end part	HP:0006456
Irregular proximal tibial epiphyses	HP:0006456
Irregular innermost shankbone end part	HP:0006456
Dorsal subluxation of ulna	HP:0006459
Increased laxity of ankles	HP:0006460
Slipped end part of innermost thighbone	HP:0006461
Slipped capital femoral epiphyses	HP:0006461
Slipped capital femoral epiphysis	HP:0006461
Proximal femoral epiphysiolysis	HP:0006461
Generalised bone demineralization	HP:0006462
Generalized bone demineralization	HP:0006462
Rickets of the lower limbs	HP:0006463
Periosteal thickening of long tubular bones	HP:0006465
Ankle flexion contracture	HP:0006466
Limited shoulder movement	HP:0006467
Thin diaphyses of long bones	HP:0006470
Thin shaft of long bone	HP:0006470
Thin long bone diaphyses	HP:0006470
Fixed elbow flexion	HP:0006471
Anterior bowing of long bones	HP:0006473
Camptomelia	HP:0006487
Diaphyseal bowing of long bones	HP:0006487
Bowing of long bones	HP:0006487
Diaphyseal bowing	HP:0006487
Bowed long bones	HP:0006487
Bowing of the long bones	HP:0006487
Bending of the arm	HP:0006488
Bowing of the arm	HP:0006488
Abnormality of the femoral metaphysis	HP:0006489
Abnormality of the wide portion of the femoral bone	HP:0006489
Abnormal femoral metaphysis morphology	HP:0006489
Abnormality of lower-limb metaphyses	HP:0006490
Abnormality of the wide portion of the lower-limb bone	HP:0006490
Abnormal lower-limb metaphysis morphology	HP:0006490
Abnormality of the wide portion of shinbone	HP:0006491
Abnormal tibial metaphysis morphology	HP:0006491
Abnormality of the tibial metaphysis	HP:0006491
Abnormality of the wide portion of shankbone	HP:0006491
Fibular aplasia/hypoplasia	HP:0006492
Aplasia/Hypoplasia of the fibula	HP:0006492
Absent/small calf bone	HP:0006492
Hypoplastic/aplastic fibulae	HP:0006492
Absent/underdeveloped calf bone	HP:0006492
Absent/small lower limb bones	HP:0006493
Absent/underdeveloped lower limb bones	HP:0006493
Aplasia/hypoplasia involving bones of the lower limbs	HP:0006493
Absent/underdeveloped foot bones	HP:0006494
Absent/small foot bones	HP:0006494
Aplasia/Hypoplasia involving bones of the feet	HP:0006494
Aplasia/Hypoplasia of the ulna	HP:0006495
Hypoplasia or unilateral/bilateral absence of ulna	HP:0006495
Absent-hypoplastic ulnae	HP:0006495
Ulnar hypoplasia/aplasia	HP:0006495
Absent/small ulna	HP:0006495
Absence/underdevelopment of inner forearm bone	HP:0006495
Absent/underdeveloped bones of the upper limbs	HP:0006496
Aplasia/hypoplasia involving bones of the upper limbs	HP:0006496
Absent/small bones of the upper limbs	HP:0006496
Absent/hypoplastic patella	HP:0006498
Small to absent patellae	HP:0006498
Aplasia/Hypoplasia of the patella	HP:0006498
Aplastic or hypoplastic patellae	HP:0006498
Absent/underdeveloped kneecap	HP:0006498
Hypoplastic or absent patella	HP:0006498
Absent or hypoplastic patellae	HP:0006498
Patellar aplasia/hypoplasia	HP:0006498
Absent/small kneecap	HP:0006498
Abnormality of thighbone end part	HP:0006499
Abnormality of femoral epiphysis	HP:0006499
Abnormal femoral epiphysis morphology	HP:0006499
Abnormality involving the epiphyses of the lower limbs	HP:0006500
Abnormal shape of end part of lower limb end bone	HP:0006500
Abnormal lower limb epiphysis morphology	HP:0006500
Abnormality of lower limb epiphysis morphology	HP:0006500
Radial aplasia/hypoplasia	HP:0006501
Aplasia/Hypoplasia of the radius	HP:0006501
Absence or underdevelopment of the radius bone of the arm	HP:0006501
Absent/underdeveloped radius	HP:0006501
Absent/small radius	HP:0006501
Aplasia/Hypoplasia involving the carpal bones	HP:0006502
Absent/underdeveloped wrist bones	HP:0006502
Absent/small wrist bones	HP:0006502
Absent/underdeveloped forearm bones	HP:0006503
Absent/small forearm bones	HP:0006503
Aplasia/hypoplasia involving forearm bones	HP:0006503
Abnormality involving the epiphyses of the limbs	HP:0006505
Abnormality of limb epiphysis morphology	HP:0006505
Abnormal shape of end part of limb bones	HP:0006505
Abnormal limb epiphysis morphology	HP:0006505
Aplasia/hypoplasia of the humerus	HP:0006507
Absent/underdeveloped long bone in upper arm	HP:0006507
Absent/small long bone in upper arm	HP:0006507
Abnormality of end part of shinbone	HP:0006508
Abnormality of tibial epiphyses	HP:0006508
Intraalveolar nodular calcifications	HP:0006514
Liver calcifications	HP:0006559
Hepatic calcification	HP:0006559
Small abnormally formed scapula	HP:0006584
Small abnormally formed shoulder blade	HP:0006584
Small abnormally formed scapulae	HP:0006584
Clavicle pseudoarthrosis	HP:0006585
Bipartite clavicle	HP:0006585
Congenital pseudoarthrosis of the clavicle	HP:0006585
Pseudoarthrosis of clavicle	HP:0006585
Straight collarbone	HP:0006587
Straight clavicles	HP:0006587
Flaring of lower rib cage	HP:0006589
Prematurely closed sternal sutures	HP:0006590
Premature sternal synostosis	HP:0006590
Aplasia of the glenoid fossa	HP:0006591
Absent glenoid fossa	HP:0006591
Anomalous rib insertion to vertebrae	HP:0006593
Humeroscapular synostosis	HP:0006595
Fusion of shoulder blade to long bone in upper arm	HP:0006595
Synostosis of shoulder joint	HP:0006595
Scapulohumeral synostosis	HP:0006595
Humero-scapulo synostosis	HP:0006595
Restricted chest movement	HP:0006596
Paralyzed diaphragm	HP:0006597
Paralysed diaphragm	HP:0006597
Diaphragmatic paralysis	HP:0006597
Irregular ossification at anterior rib ends	HP:0006598
Medial widening of clavicles	HP:0006599
Progressive calcification of costochondral cartilage	HP:0006600
Flared, irregular rib ends	HP:0006603
Irregular costochondral margins	HP:0006606
Irregular chondrocostal junctions	HP:0006606
Precocious costochondral ossification	HP:0006607
Underdeveloped middle portion of the collarbone	HP:0006608
Midclavicular hypoplasia	HP:0006608
Decreased number of sternal ossification centres	HP:0006611
Decreased number of sternal ossification centers	HP:0006611
Absent rib calcification in utero	HP:0006615
Absent in utero rib ossification	HP:0006615
Anterior rib punctate calcifications	HP:0006619
Costochondral joint sclerosis	HP:0006623
Sclerotic costochondral joints	HP:0006623
Absent sternal ossification	HP:0006628
Absent sternal mineralization	HP:0006628
Absent bone maturation in sternum	HP:0006628
Lack of sternal ossification	HP:0006628
Underdeveloped outermost segments of shoulder blade	HP:0006631
Hypoplastic distal segments of scapulae	HP:0006631
Small outermost segments of shoulder blade	HP:0006631
Small distal segments of the shoulder blade	HP:0006631
Glenoid hypoplasia	HP:0006633
Glenoid fossa hypoplasia	HP:0006633
Hypoplastic glenoid fossa	HP:0006633
Osteosclerosis of ribs	HP:0006634
Increased bone density in ribs	HP:0006634
Sternal punctate calcifications	HP:0006637
Midclavicular aplasia	HP:0006638
Missing middle part of collarbone	HP:0006638
Multiple rib fractures	HP:0006640
Prominent floating ribs	HP:0006641
Large sternal ossification centers	HP:0006642
Large sternal ossification centres	HP:0006642
Fused sternal ossification centers	HP:0006643
Fused sternal ossification centres	HP:0006643
Thoracic dysplasia	HP:0006644
Thin clavicles	HP:0006645
Thin collarbone	HP:0006645
Cartilaginous ossification of rib	HP:0006646
Costal cartilage calcification	HP:0006646
Congenital microthorax	HP:0006647
Costochondral pain	HP:0006649
Costochondral junction pain	HP:0006649
Thickening of the lateral border of the scapula	HP:0006650
Thickening of the lateral border of the shoulder blade	HP:0006650
Rib segmentation abnormalities	HP:0006655
Hypoplasia of first ribs	HP:0006657
Underdeveloped first rib	HP:0006657
Small first rib	HP:0006657
Hypoplastic first rib	HP:0006657
Hypoplastic first ribs	HP:0006657
Internally rotated shoulders	HP:0006659
Aplastic clavicle	HP:0006660
Absent clavicles	HP:0006660
Aplastic clavicles	HP:0006660
Absent collarbone	HP:0006660
Coat hanger sign of ribs	HP:0006665
Twelfth rib hypoplasia	HP:0006668
Small twelfth rib	HP:0006668
Underdeveloped twelfth rib	HP:0006668
Myocardial calcification	HP:0006690
Calcified myocardium	HP:0006690
Early progressive calcific cardiac valvular disease	HP:0006694
Aplasia/Hypoplasia of the clavicles	HP:0006710
Absent/small collarbone	HP:0006710
Absent/underdeveloped collarbone	HP:0006710
Absent/underdeveloped thorax bone	HP:0006711
Aplasia/Hypoplasia involving bones of the thorax	HP:0006711
Absent/small outermost thorax bone	HP:0006711
Hypoplastic or missing ribs	HP:0006712
Absent/small ribs	HP:0006712
Aplasia/Hypoplasia of the ribs	HP:0006712
Absent/underdeveloped ribs	HP:0006712
Aplasia/Hypoplasia of the scapulae	HP:0006713
Absent/small shoulder blade	HP:0006713
Absent/underdeveloped shoulder blade	HP:0006713
Absent/underdeveloped sternum	HP:0006714
Absent/small sternum	HP:0006714
Aplasia/Hypoplasia of the sternum	HP:0006714
Embryonal rhabdomyosarcoma	HP:0006743
Chondrosarcoma	HP:0006765
Cutaneous angiolipomas	HP:0006773
Alveolar rhabdomyosarcoma	HP:0006779
Decreased volume of paranasal sinus	HP:0006784
Decreased growth of paranasal sinus	HP:0006784
Paranasal sinus hypoplasia	HP:0006784
Hypotrophic paranasal sinus	HP:0006784
Underdevelopment of paranasal sinus	HP:0006784
Small paranasal sinus	HP:0006784
Decreased size of paranasal sinus	HP:0006784
Decreased pneumatization of paranasal sinus	HP:0006784
Atelectasis of paranasal sinus	HP:0006784
limb girdle muscular dystrophy	HP:0006785
Limb-girdle muscular dystrophy	HP:0006785
Hypotonia, severe	HP:0006829
Severe muscular hypotonia	HP:0006829
Severely decreased muscle tone	HP:0006829
Episodic generalized hypotonia	HP:0006852
Episodic generalised hypotonia	HP:0006852
Midline central nervous system lipomas	HP:0006866
Midline CNS lipomas	HP:0006866
Meningoencephalocele	HP:0006888
Lower limb hypertonia	HP:0006895
Congenital intracerebral calcification	HP:0006906
Axial muscle stiffness	HP:0006921
Pericallosal lipoma	HP:0006931
Lipoma of corpus callosum	HP:0006931
Proximal spinal muscular atrophy	HP:0006959
Calcified choroid plexus	HP:0006960
Choroid plexus calcification	HP:0006960
Upper limb spasticity	HP:0006986
Upper extremities spasticity	HP:0006986
Spasticity of upper extremity	HP:0006986
Uncontrollable movement in upper arms	HP:0006986
Spasticity in upper extremity	HP:0006986
Spastic upper limbs	HP:0006986
Spastic upper limb	HP:0006986
Spastic upper extremities	HP:0006986
Spasticity of upper limb	HP:0006986
Upper extremity spasticity	HP:0006986
Spasticity of upper extremities	HP:0006986
Spasticity in upper extremities	HP:0006986
Spastic upper extremity	HP:0006986
Spasticity in upper limbs	HP:0006986
Spasticity of upper limbs	HP:0006986
Spasticity in upper limb	HP:0006986
Anterior basal encephalocele	HP:0006992
Progressive spastic paraplegia	HP:0007020
Anterior encephalocele	HP:0007035
Sincipital encephalocele	HP:0007035
Midline brain calcifications	HP:0007045
Proximal limb muscle stiffness	HP:0007066
Extrapyramidal muscular rigidity	HP:0007076
Naso-orbital encephalocele	HP:0007115
Orbital encephalocele	HP:0007115
Symmetrical, proximal limb muscle atrophy	HP:0007126
Proximal amyotrophy	HP:0007126
Wasting of muscles near the body	HP:0007126
Muscle atrophy, proximal	HP:0007126
Proximal muscle wasting	HP:0007126
Proximal muscle atrophy	HP:0007126
Symmetric proximal muscular atrophy	HP:0007126
Distal upper limb amyotrophy	HP:0007149
Distal upper limb muscle atrophy	HP:0007149
Asymmetric limb muscle stiffness	HP:0007156
Progressive extrapyramidal muscular rigidity	HP:0007158
Progressive extrapyramidal rigidity	HP:0007158
Interosseous muscular atrophy	HP:0007181
Interosseus muscle atrophy	HP:0007181
Congenital bilateral facial weakness	HP:0007188
Congenital bilateral facial palsy	HP:0007188
Congenital facial diplegia	HP:0007188
Progressive spastic paraparesis	HP:0007199
Facial paralysis	HP:0007209
Facial paresis	HP:0007209
Lower limb amyotrophy	HP:0007210
Intracerebral periventricular calcifications	HP:0007229
Cerebral calcification, nonarteriosclerotic	HP:0007238
Nonarteriosclerotic cerebral calcification	HP:0007238
Spinal muscle wasting	HP:0007269
Spinal muscular atrophy	HP:0007269
Spinal muscle degeneration	HP:0007269
Acute infantile spinal muscular atrophy	HP:0007280
Facial palsy secondary to hypertrophy of cranial bones	HP:0007285
Facial palsy caused by overgrowth of cranial bones	HP:0007285
Facial palsy caused by enlargement of cranial bones	HP:0007285
Facial palsy secondary to cranial hyperostosis	HP:0007285
Facial palsy caused by excessive growth of facial bones	HP:0007285
Posterior fossa cyst	HP:0007291
Anterior sacral meningocele	HP:0007293
Frontoethmoidal encephalocele	HP:0007330
Frontal encephalocele	HP:0007330
Lower limb weakness	HP:0007340
Leg weakness	HP:0007340
Muscle weakness in lower limbs	HP:0007340
Lower limb muscle weakness	HP:0007340
Lower extremity weakness	HP:0007340
Subcortical white matter calcifications	HP:0007346
Cerebellar calcifications	HP:0007352
General absence of subcutaneous fat	HP:0007485
Absence of subcutaneous fat	HP:0007485
Absent fat below the skin	HP:0007485
Lack of fatty tissue below the skin	HP:0007485
Yellow subcutaneous tissue covered by thin, scaly skin	HP:0007525
Frontal cutaneous lipoma	HP:0007541
Abnormal subcutaneous fat tissue distribution	HP:0007552
Abnormal fat tissue distribution below the skin	HP:0007552
Painful noncancerous fat tissue tumor under the skin	HP:0007596
Painful subcutaneous lipomas	HP:0007596
Painful noncancerous fat tissue tumour under the skin	HP:0007596
Skin calcification	HP:0007618
Subcutaneous calcification	HP:0007618
Mandibular osteomyelitis	HP:0007626
Lower jaw bone infection	HP:0007626
Osteomyelitis, especially of the mandible	HP:0007626
Underdevelopment of condylar neck of mandible	HP:0007627
Absence of the condylar neck of mandible	HP:0007627
Mandibular condyle aplasia	HP:0007627
Agenesis of condylar process of mandible	HP:0007627
Absence of the condylar process of mandible	HP:0007627
Agenesis of condylar head of mandible	HP:0007627
Failure of development of condylar neck of mandible	HP:0007627
Failure of development of the condylar process of mandible	HP:0007627
Underdevelopment of condylar process of mandible	HP:0007627
Absence of the condylar head of mandible	HP:0007627
Underdevelopment of condylar head of mandible	HP:0007627
Agenesis of condylar neck of mandible	HP:0007627
Failure of development of condylar head of mandible	HP:0007627
Small condylar head of mandible	HP:0007628
Mandibular condyle hypoplasia	HP:0007628
Small condylar neck of mandible	HP:0007628
Hypoplasia of mandibular condyle	HP:0007628
Decreased size of mandibular condyle	HP:0007628
Hypotrophic condylar process of mandible	HP:0007628
Hypoplasia of subcondylar region of mandible	HP:0007628
Hypoplasia of condylar neck of mandible	HP:0007628
Small mandibular condyle	HP:0007628
Hypoplasia of condylar head of mandible	HP:0007628
Hypoplasia of condylar process of mandible	HP:0007628
Hypotrophic mandibular condyle	HP:0007628
Decreased size of condylar process of mandible	HP:0007628
Congenital extraocular muscle anomaly	HP:0007647
Chorioretinal scar	HP:0007777
Retinal calcification	HP:0007862
Absent ocular muscles	HP:0007886
Absent extraocular muscles	HP:0007886
Missing eye muscles	HP:0007886
Abnormality of the extraocular muscles	HP:0008049
Metatarsal periosteal thickening	HP:0008074
Osteoporotic tarsals	HP:0008076
Thin metatarsal cortices	HP:0008078
Absent 5th metatarsals	HP:0008079
Absent fifth metatarsal	HP:0008079
