Inguinal hernia	HP:0000023
Antihelix, inferior crus, underdeveloped	None
Neoplasm of the inner ear	None
Inner ear tumor	None
Inner ear tumour	None
Abnormality of the cochlear nerve	None
Earlobe, absent	None
Absent earlobe	None
Lobeless ears	None
Absent ear lobes	None
Lobule aplasia	None
Absent/small cochlea	None
Absent/underdeveloped cochlea	None
Aplasia/Hypoplasia of the cochlea	None
Microtia, third degree	None
Abnormal shape/structure of ear	None
Third-degree microtia	None
Deformed external ear on one side	None
Unilateral external ear deformity	None
Conductive hearing impairment	None
Hearing loss, conductive	None
Conductive deafness	None
Conduction deafness	None
Conductive hearing loss	None
Prelingual sensorineural deafness	None
Deafness, sensorineural, prelingual	None
Prelingual sensorineural hearing impairment	None
Abnormal vestibulo-spinal reflex	None
Abnormal Eustachian tube morphology	None
Abnormality of the Eustachian tube	None
Vestibular loss	None
Vestibular hyporeflexia	None
Vestibular failure	None
Vestibular dysfunction	None
Vestibulopathy	None
Vestibular deficiency	None
Vestibular hypofunction	None
Prominent inferior crus of antihelix	None
Hypertrophic inferior crus of antihelix	None
Hyperplastic inferior crus of antihelix	None
Antihelix, inferior crus, prominent	None
Unilateral vestibular schwannoma	None
Glue ear	None
Mozart ear	None
Absent/underdeveloped ear lobes	None
Absent/small ear lobes	None
Aplasia/Hypoplasia of the earlobes	None
Bilateral sensorineural hearing loss	None
Hearing loss, sensorineural, bilateral	None
Bilateral nerve deafness	None
Bilateral sensorineural deafness	None
Bilateral sensorineural hearing impairment	None
Devil ear	None
Satyr ear	None
Hypoplasia of the semicircular canal	None
Small semicircular canal	None
Hypoplasia of the semicircular canals	None
Absent otoacoustic emissions	None
Abnormal ear morphology	None
Absent antitragus	None
Earlobe crease	None
Transverse earlobe creases	None
Anterior creases of earlobe	None
Mild neurosensory hearing impairment	None
Mild neurosensory hearing loss	None
Discontinuous ascending root of helix	None
Helix, discontinuous ascending root	None
Abnormal inner ear epithelium morphology	None
Absent malleus	None
Absent/underdeveloped inner ear	None
Aplasia/Hypoplasia of the inner ear	None
Absent/small inner ear	None
Morphological abnormality of the semicircular canal	None
Abnormal semicircular canal morphology	None
Progressive conductive hearing impairment	None
Progressive conductive deafness	None
Abnormal cerumen pigmentation	None
Abnormal cerumen color	None
Mild conductive hearing impairment	None
Conductive hearing loss, mild	None
Abnormal external ear cartilage morphology	None
Abnormality of cartilage of external ear	None
Stenosis of the Eustachian tube	None
Neoplasm of the middle ear	None
Neoplasia of the middle ear	None
Middle ear tumour	None
Middle ear tumor	None
Enlarged cochlear aqueduct	None
Dilated cochlear aqueduct	None
Abnormal number of tubercles	None
Lop ear	None
Angulated antihelix	None
Tympanic membrane hypermobility	None
Cystic lesions of the pinnae	None
Hypoplasia of the crus of the ear	None
Underdeveloped crus of the ear	None
Underdeveloped crus of the helix	None
Large fleshy ears	None
Hypertrophic antitragus	None
Prominent antitragus	None
Hyperplastic antitragus	None
Enlarged antitragus	None
Absent/small external ear	None
Aplasia/Hypoplasia of the external ear	None
Absent/underdeveloped external ear	None
Paroxysmal vertigo	None
Clicking tinnitus	None
Quelprud nodule	None
Asymmetry of the position of the ears	None
Uneven ears	None
Abnormality of the incus	None
Abnormal incus morphology	None
Incus ankylosis	None
Otalgia	None
Ear pain	None
Pain in the ear	None
Incomplete partition of the cochlea	None
Bilateral microtia	None
Hypoplastic ears	None
Hypoplastic pinna	None
Small ears	None
Underdeveloped ears	None
Small pinnae	None
Microtia	None
Hypoplasia of the external ear	None
Hyperplastic tragus	None
Enlarged tragus	None
Tragus, prominent	None
Hypertrophic tragus	None
Large tragus	None
Prominent tragus	None
Thickened ears	None
Increased incisura length	None
Large pinnae	None
Large ears	None
Macrotia	None
Otitis media	None
Middle ear infection	None
Tinnitus	None
Ringing in the ears	None
Ringing in ears	None
Absent internal auditory canal	None
Cochlear nerve hypoplasia	None
Absent stapes	None
Asymmetry of the size of ears	None
Absence of the reflex of the tensor tympani muscle	None
Impacted cerumen	None
Aminoglycoside-induced hearing loss	None
Bifid lobe	None
Cleft earlobe	None
Notched lobe	None
Bifid earlobe	None
Notched earlobe	None
Additional crus of antihelix	None
Excessive cerumen	None
Abnormality of lobulus auriculae	None
Abnormality of earlobe	None
Abnormal earlobe morphology	None
Abnormal lobe of ear	None
Abnormal earlobe	None
Abnormality of auricular lobule	None
Abnormality of ear lobe	None
Cutaneous stenosis of the external auditory canal	None
Pointed helix	None
Spock's ear	None
Spock ear	None
Vulcan ear	None
Elfin ear	None
Pointed ear	None
Hypoplastic/aplastic middle ear structures	None
Middle ear hypoplasia/aplasia	None
Absent/underdeveloped middle ear	None
Absent/small middle ear	None
Aplasia/Hypoplasia of the middle ear	None
Hypoplasia of the ear cartilage	None
Underdeveloped ear cartilage	None
Dark cerumen	None
Pigmented cerumen	None
Dark earwax	None
False perception of self-motion	None
Abnormal hearing	None
Hearing abnormality	None
Asymmetric ears	None
Asymmetry of the ears	None
Abnormal vestibuloocular reflex	None
Abnormal vestibulo-ocular reflex	None
Abnormality of the eardrum	None
Abnormal tympanic membrane morphology	None
Abnormality of the tympanic membrane	None
Linear earlobe crease	None
Progressive sensorineural hearing impairment	None
Progressive bilateral sensorineural hearing loss	None
Hearing loss, sensorineural, bilateral, progressive	None
Hearing loss, progressive sensorineural	None
Hearing loss, sensorineural, progressive	None
Sensorineural hearing loss, progressive	None
Bilateral progressive sensorineural hearing loss	None
Type 1 cryptotia	None
Type I cryptotia	None
Squared superior portion of helix	None
Pulsatile tinnitus	None
Abnormal antitragus morphology	None
Slit-like opening of the exterior auditory meatus	None
Absent stapes head	None
Sensorineural hearing loss	None
Sensorineural deafness	None
Hearing loss, sensorineural	None
Sensorineural hearing impairment	None
Crumpled ear	None
Cauliflower ear	None
Osseous atresia of the external auditory canal	None
Abnormality of anterior crus of antihelix	None
Abnormality of inferior crus of antihelix	None
Hypoacusis	None
Deafness	None
Hearing loss	None
Hearing defect	None
Hypacusis	None
Hearing impairment	None
Cochlear nerve aplasia	None
Antihelical shelf	None
Conchal shelf	None
Helix, crus, connected to antihelix	None
Crus of helix connected to antihelix	None
Vestibular neurinoma	None
Vestibular neurolemmoma	None
Vestibular neurilemmoma	None
Acoustic Neuroma	None
Vestibular Schwann cell tumour	None
Vestibular Schwann cell tumor	None
Vestibular schwannoma	None
Anteverted ears	None
Lobe, forward facing	None
Forward facing earlobe	None
Abnormal utricle morphology	None
Morphological abnormality of the utricle	None
Non-spinning vertigo	None
First-degree microtia	None
Microtia, first degree	None
Everted antitragus	None
Abnormal pinna morphology	None
Minor malformation of the auricles	None
Malformed external ears	None
Deformed auricles	None
Auricular malformation	None
Deformed ears	None
Abnormally shaped ears	None
Abnormal form of ears	None
Malformed auricles	None
Malformed ears	None
Dysplastic ears	None
Poorly defined conchae	None
Malformation of auricle	None
Asymmetry of the shape of the ears	None
Atretic external auditory canal	None
External auditory meatal atresia	None
Atretic auditory canals	None
External acoustic meatus atresia	None
Atresia of the external auditory canals	None
Absent auditory canals	None
Atretic auditory canal	None
Absent external auditory canals	None
Auditory canal atresia	None
Atresia of the external auditory canal	None
External auditory meatus atresia	None
External auditory canal atresia	None
Absent ear canal	None
Atretic external auditory canals	None
Otosclerosis	None
Morphological abnormality of the anterior semicircular canal	None
Abnormal anterior semicircular canal morphology	None
Postlingual sensorineural hearing impairment	None
Profound sensorineural hearing impairment	None
Ear anomaly	None
Abnormality of the ear	None
Deafness, unilateral	None
Unilateral deafness	None
Deafness in one ear	None
Melotia	None
Low-set pinnae	None
Lowset ears	None
Low-set ears	None
Low set ears	None
Absent ear	None
Absent ears	None
Anotia	None
Congenital absence of external ear	None
Infantile sensorineural hearing impairment	None
Infantile sensorineural hearing loss	None
Persistent stapedial artery	None
Ear, posterior helical groove	None
Pits in posterior aspect of ear helices	None
Posterior helix pit	None
Indentation in back of outer ear	None
Helix, posterior pit	None
Ear, posterior helical notch	None
Helix, crus, expanded terminal portion	None
Expanded terminal portion of crus of helix	None
Severe sensorineural deafness	None
Severe sensorineural hearing impairment	None
Severe sensorineural hearing loss	None
Chondritis of pinna	None
Inflammation of cartilage of pinna	None
Antihelix, stem, underdeveloped	None
Underdeveloped stem of antihelix	None
Neoplasm of the ceruminal gland	None
Ceruminoma	None
Adenoma of the ceruminous gland	None
Ceruminous adenoma	None
Prominent superior crus of antihelix	None
Hypertrophic superior crus of antihelix	None
Hyperplastic superior crus of antihelix	None
Tympanic membrane bulging	None
Aplasia of the vestibule	None
Absent vestibule	None
Cholesteatoma	None
Incomplete partition of the cochlea type I	None
Bilateral acoustic neuromas	None
Bilateral vestibular schwannoma	None
Childhood onset sensorineural hearing impairment	None
Posteriorly rotated	None
Posteriorly-angulated ears	None
Posteriorly-rotated ears	None
Posteriorly angulated ears	None
Ears rotated toward back of head	None
Ear, posterior angulation, increased	None
Posteriorly rotated auricles	None
Posteriorly rotated ears	None
Recurrent middle ear infection	None
Frequent otitis media	None
Recurrent otitis media	None
Recurrent episodes of otitis media	None
Otitis media, recurrent	None
Susceptibility to otitis media	None
Multiple episodes of otitis media	None
Increased incisura width	None
Mild hearing impairment	None
Prominent antihelix	None
Aplasia/Hypoplasia of the ear	None
Absent/small ear	None
Absent/underdeveloped ear	None
Moderate hearing impairment	None
Prominent ear lobules	None
Fleshy earlobe	None
Prominent ear lobes	None
Large earlobe	None
Fleshy earlobes	None
Absent/underdeveloped tragus	None
Aplasia/Hypoplasia of the tragus	None
Absent/small tragus	None
Unilateral conductive hearing impairment	None
Hypotrophic antitragus	None
Underdeveloped antitragus	None
Small antitragus	None
Hypoplastic antitragus	None
Acute middle ear infection	None
Acute otitis media	None
Widened vestibular aqueduct	None
Enlarged vestibular aqueduct	None
Dilated vestibular aqueduct	None
Dizzy spell	None
Vertigo	None
Dizziness	None
Long ears	None
Long ear	None
Abnormality of the tragus	None
Abnormal tragus morphology	None
Polyotia	None
Visually enhanced vestibulo-ocular reflex impairment	None
VVOR impairment	None
Impaired visually enhanced vestibulo-ocular reflex	None
Narrow incisura width	None
Absent the eighth cranial nerve	None
Absent cranial nerve viii	None
Absent vestribular nerve	None
Aplasia of the eighth cranial nerve	None
Aplasia of cranial nerve VIII	None
Aplasia of the vestibular nerve.	None
Broad inferior crus of antihelix	None
Antihelix, inferior crus, broad	None
Overfolding of superior helix	None
Overfolding of the superior helices	None
Petrified ear	None
Ossification of pinnae	None
Ear cartilage calcification	None
Calcification of the auricular cartilage	None
Cartilaginous ossification of pinnae	None
Hypoplastic tragus	None
Small tragus	None
Hypotrophic tragus	None
Underdeveloped tragus	None
Tragal bridge of crus of helix	None
Helix, crus, tragal bridge	None
Abnormality of the helix	None
Abnormal helix morphology	None
Helix abnormal	None
Abnormal helices	None
Abnormal middle ear reflexes	None
Serpiginous stem of antihelix	None
Antihelix, stem, serpiginous	None
Darwin tubercle of helix	None
Helix, Darwin tubercle	None
Profound hearing impairment	None
Cosman ear	None
Question mark ear	None
Question mark ears	None
Constricted ear	None
Chronic ear infection	None
Chronic infections of the middle ear	None
Chronic middle ear infection	None
Otitis media, chronic	None
Chronic otitis media	None
Abnormality of stem of antihelix	None
Notching of the ear helix	None
Notched helix	None
Cleft helix	None
Congenital stapes ankylosis	None
Bulbous internal auditory canal	None
Enlarged internal auditory canal	None
Dilatated internal auditory canal	None
