Abnormality of body height	HP:0000002
Fetal choroid plexus cysts	None
Foetal choroid plexus cysts	None
Abnormal fetal nasal bone visualization	None
Single umbilical artery	None
2 vessel cord	None
Two vessel cord	None
SUA	None
2 vessel umbilical cord	None
Only one artery in umbilical cord instead of two	None
Two vessel umbilical cord	None
Two-vessel cord	None
Elevated umbilical artery Dopplers	None
Elevated umbilical artery pulsatility	None
Increased umbilical artery pulsatility index	None
Foetal ultrasound soft marker	None
Fetal ultrasound soft marker	None
Fetal oral mass	None
Short umbilical cord	None
Gastric pseudomass	None
Abnormality of the umbilical cord	None
Umbilical cord issue	None
Extremely preterm birth	None
1-minute APGAR score of 2	None
5-minute APGAR score of 4	None
Abnormality of the placenta	None
Placental issue	None
Abnormal placenta morphology	None
Induced vaginal delivery	None
Small fetal abdominal circumference	None
5-minute APGAR score of 1	None
Hydrops fetalis, non-immune	None
Nonimmune hydrops fetalis	None
Nonimmune hydrops	None
Hydrops fetalis, nonimmune	None
Non-immune foetal hydrops	None
Non-immune fetal hydrops	None
Subchorionic thrombohematoma	None
Breus' mole	None
Placenta accreta	None
Placental calcification	None
Calcified placenta	None
Preterm premature rupture of membranes	None
PPROM	None
Hydropic placenta	None
Hydrops of the placenta	None
Champagne cork sign	None
Sonographic non-visualized fetal bladder	None
Cephalohaematoma	None
Cephalohematoma	None
10-minute APGAR score of 3	None
Fetal pleural effusion	None
Premature birth following premature rupture of fetal membranes	None
Premature birth following premature rupture of foetal membranes	None
5-minute APGAR score of 6	None
Delivery by Odon device	None
Umbilical cord knot	None
Abnormal fetal long-bone echogenicity	None
Umbilical cord haematoma	None
Umbilical cord hematoma	None
Meconium pseudocyst	None
Reduced fetal femur/foot length ratio	None
Fetal skin edema	None
Low levels of amniotic fluid	None
Decreased amniotic fluid index	None
Oligohydramnios	None
Maternal oligohydramnios	None
Placenta increta	None
Villitis of unknown aetiology	None
Chronic villitis	None
Villitis of unknown etiology	None
Nonspecific chronic villitis	None
Chronic villitis (non-infectious)	None
Fetal hyperkinesia	None
Increased fetal movement	None
Increased foetal movement	None
Foetal hyperkinesia	None
Placental mesenchymal dysplasia	None
Desquamation of skin soon after birth	None
Premature delivery because of cervical insufficiency or membrane fragility	None
Abnormal blood gas level in cord blood	None
Amnion-chorion separation	None
Spontaneous chorioamniotic separation	None
Hypoplastic fetal nasal bone	None
Abnormal umbilical cord blood vessels	None
Abnormal umbilical cord blood vessel morphology	None
Fetal tachycardia	None
5-minute APGAR score of 2	None
Grade I fetal intracranial hemorrhage	None
Fetal subependymal hemorrhage	None
Grade I foetal intracranial haemorrhage	None
Abnormal insertion of umbilical cord	None
Type 2 congenital pulmonary airway malformation	None
Increased nuchal translucency	None
Maternal vascular malperfusion	None
Prenatal movement abnormality	None
Abnormal intrauterine movements	None
Recurrent implantation failure	None
Repeated implantation failure	None
Ductus venosus agenesis with intrahepatic drainage	None
Unusual fungal infection	None
Transient decreased circulating IgG4	None
Transient decreased IgG4 in blood	None
Atopic dermatitis, chronic	None
Baby eczema	None
Infantile eczema	None
Atopic eczema	None
Dermatitis, Atopic	None
Atopic dermatitis	None
Prurigo Besnier	None
Neurodermatitis	None
Allergic eczema	None
Oligoclonal elevated circulating IgE concentration	None
Oligoclonal elevation of circulating IgE	None
Abnormal macrophage morphology	None
Abnormality of histiocytes	None
Abnormality of macrophages	None
Esophagitis	None
Oesophagitis	None
Inflammation of the oesophagus	None
Inflammation of the esophagus	None
Unusual CNS infection	None
Central nervous system infection	None
Decreased circulating total IgG	None
Decreased circulating total IgG concentration	None
Increased circulating interleukin 2 concentration	None
IL-2 high in blood	None
Granulomatous cholangitis	None
Antiphospholipid antibody positivity	None
Phospholipid antibody positivity	None
Antiphospholipid antibodies	None
Antiphospholipid antibody	None
Increased proportion T-helper cells	None
Increased helper T cell proportion	None
Elevated helper T cell proportion	None
Recurrent plantar mycosis	None
Anti-B23 antibody positivity	None
Abnormal distribution of CD56 bright/dim natural killer cells	None
Abnormal distribution of CD56 bright/dim NK cells	None
Anti-GD1a antibody positivity	None
Abnormal proportion of naive B cells	None
Impaired Ag-specific T cell proliferation	None
Reduced antigen-specific T cell proliferation	None
Impaired cellular adaptive immune response	None
Impaired activated T cell proliferation	None
Antigen-specific T cell proliferation defect	None
Anti-GM2 antibody positivity	None
Persistent HPV infection	None
Chronic HPV infection	None
Persistent human papillomavirus infection	None
Increased circulating IgG concentration	None
Increased circulating IgG level	None
Increased levels of IgG	None
Increased total IgG in blood	None
Increased IgG level	None
Anti-epidermal transglutaminase (anti-eTG) antibody	None
Anti-epidermal transglutaminase antibody positivity	None
Anti-keratinocyte transglutaminase	None
Anti-TG3 antibody	None
Anti-eTG antibody positivity	None
Anti-Ri antibody	None
Anti-ANNA-2 antibody	None
Splenopancreatic fusion	None
Foot bone infection	None
Foot osteomyelitis	None
Anti-GT1a IgM antibody positivity	None
Anti-PM-Scl100 antibody positivity	None
Anti-MIT3 antibody positivity	None
Swollen lymph nodes in center of chest	None
Mediastinal lymphadenopathy	None
Swollen lymph nodes in centre of chest	None
Abnormal circulating IgD level	None
Abnormal circulating IgD concentration	None
Abnormal IgD level in blood	None
Abnormal CD4-positive, CD25-positive, alpha-beta regulatory T cell count	None
Abnormal thymus position	None
Ectopic thymus tissue	None
Eosinophilic lymph node infiltration	None
Hyposegmentation of neutrophil nuclei in peripheral blood	None
Hyposegmentation of neutrophil nuclei	None
Pelger-Huet anomaly	None
Anti-RuvBL1/2 antibody positivity	None
Increased immunoglobulin level in body fluid	None
Groin abscess	None
Inguinal abscess	None
Decreased inflammatory response	None
Thymic hypoplasia or aplasia	None
Aplasia/Hypoplasia of the thymus	None
Absent/underdeveloped thymus	None
Absent/small thymus	None
Anti-laminin 5 antibody positivity	None
Anti-laminin 332 antibody positivity	None
Abnormal circulating chemokine concentration	None
Abnormality of chemokine secretion	None
Abnormal NK cell count	None
Abnormal number of natural killer cells	None
Abnormality of natural killer cell count	None
Abnormal natural killer cell count	None
Lack of T cell function	None
Absent cellular immunity	None
Seborrhoeic blepharitis	None
Anti-recoverin antibody positivity	None
Anti-retinal CAR antigen antibody	None
Polyclonal elevated circulating IgE concentration	None
Recurrent sinusitis	None
Recurrent sinus disease	None
Recurrent sinus infections	None
Sinusitis, recurrent	None
TMD	None
Transient leukaemia of Down syndrome	None
Transient myeloproliferative disorder	None
Transient myeloproliferative syndrome	None
Transient leukemia of Down syndrome	None
Diminished neutrophil myeloperoxidase activity	None
Decreased circulating IgG2 level	None
Decreased circulating IgG2 concentration	None
Immunoglobulin IgG2 deficiency	None
Decreased IgG2 level in blood	None
Reduced IgG2 levels	None
Unusual virus reactivation	None
Oligoclonal elevation of circulating IgM	None
Acute myelomonocytic leukemia	None
Acute myelomonocytic leukaemia	None
E coli infections, recurrent	None
Recurrent E. coli infections	None
E coli infections	None
Antiplatelet antibodies present	None
Anti-platelet antigen antibody positivity	None
Decreased T-cell ZAP-70 protein expression in CD4-positive T cells	None
Membranous glomerulonephritis	None
Membranous nephropathy	None
Increased neutrophil mitochondria	None
Recurrent viral skin infections	None
Anti-HLA-A IgG1 antibody positivity	None
Anti-glycosylphosphatidylinositol anchored high-density lipoprotein binding protein 1 antibody positivity	None
Anti-GPIHBP1 antibody positivity	None
Monoclonal elevation of IgG lambda chain	None
Severe varicella zoster infection	None
Anti-MND antibodies	None
Anti-multiple nuclear dots antibody positivity	None
Abnormal lymphocyte morphology	None
Abnormality of cells of the lymphoid lineage	None
Abnormal lymphocytes	None
Anti-Ago2 antibody positivity	None
Anti-Su antibody positivity	None
Anti-Su antigen/argonaute 2 antibody positivity	None
Michaelis-Gutmann bodies	None
Malakoplakia	None
Eosinophilic granuloma	None
Platelet antibody	None
Platelet antibody positive	None
Anti-Iglon5 antibody	None
Anti-immunoglobulin-like cell adhesion molecule 5 antibody	None
Decreased serum complement C9	None
Decreased serum C9	None
Decreased circulating complement C9 concentration	None
Abnormality of IL secretion	None
Abnormal serum IL level	None
Abnormal serum interleukin level	None
Abnormality of interleukin secretion	None
Abnormal circulating interleukin concentration	None
Anti-H3-H4 antibody positivity	None
Immunological abnormality	None
Abnormality of the immune system	None
Anti-HMGCR autoantibodies	None
Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibodies	None
Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibody positivity	None
Atypical or prolonged hepatitis	None
Atypical or prolonged liver inflammation	None
Recurrent infections due to aspiration	None
Abnormal lymphocyte surface marker expression	None
Otitis media	None
Middle ear infection	None
Recurrent fungal infections	None
Increased anti-bacteria IgE antibody level	None
Increased level of anti-bacteria IgE antibody	None
IgM heavy chain paraproteinemia	None
Anti-glutamic acid decarboxylase antibody positivity	None
Anti-GAD antibody positivity	None
Leukemia	None
Leukaemia	None
Blood cancer	None
Chilblain-like lesion	None
Pseudo-chilblain	None
Monoclonal elevation of IgG kappa chain	None
Anti-Septin-5 antibody	None
Recurrent neisseria infections	None
Recurrent Neisserial infections	None
Episodes of neisserial infection	None
Partial functional adipsin deficiency	None
Partial functional complement factor D deficiency	None
Partial functional factor d deficiency	None
Anti-MPO antibody positivity	None
Anti-myeloperoxidase specific antineutrophil cytoplasmic antibody	None
Anti-myeloperoxidase antibody positivity	None
MPO-ANCA	None
Cartilage inflammation	None
Chondritis	None
Anti-P450c21	None
Anti-21-hydroxylase antibody positivity	None
Abnormal leukocyte physiology	None
Lymphadenitis	None
Inflammation of the lymph nodes	None
Anti-envoplakin antibody positivity	None
Increased proportion of marginal zone B cells	None
Abnormal proportion of CD4+CD29+ cells	None
Abnormal proportion of memory T cells	None
Chronic (near) absent IgG2 in blood	None
Chronic (near) absent circulating IgG2	None
Chronic (near) absent total IgG in blood	None
Chronic absent circulating total IgG	None
Chronic hepatitis due to cryptosporidium infection	None
Hepatitis, chronic, due to cryptosporidium infection	None
Abnormal spleen physiology	None
Anti-factor VIII antibody positivity	None
Anti-FVIII antibody positivity	None
Anti-H4 antibody positivity	None
Eosinophilic dermatitis	None
Eosinophilic dermal infiltration	None
Allergy	None
Anti-Amphiphysin antibody	None
Abnormality of the thymus	None
Abnormal thymus morphology	None
Monoclonal elevation of circulating IgA	None
Neonatal sepsis	None
Anti-histone antibody positivity	None
Anti-GluK2 antibody	None
Anti-glutamate kainate receptor subunit 2 antibody	None
Meningitis	None
Chronic active hepatitis	None
Hepatitis, chronic active	None
Disseminated histoplasmosis	None
Anti-phosphatidyl inositol antibody positivity	None
Disseminated viral infection	None
Anti-desmoglein-1 antibody positivity	None
Anti-tyrosyl-tRNA synthetase antibody positivity	None
Anti-Ha antibody positivity	None
Anti-SLA/LP	None
Anti-soluble liver antigen/liver pancreas antibody positivity	None
Elevated circulating complement component concentration	None
Anti-threonyl-tRNA synthetase antibody positivity	None
Anti-PL-7 antibody positivity	None
Neutrophil migratory defect	None
Impaired neutrophil chemotaxis	None
Anti-beta2GPI IgM antibody positivity	None
Anti-beta-2-Glycoprotein I IgM antibody positivity	None
Anti-CENP-B antibody positivity	None
Anti-centromere protein B antibody positivity	None
Increased basophil count	None
Basophilia	None
Acute sinusitis	None
Anti-GT1a IgG antibody positivity	None
Anti-SUMO-activating enzyme subunit 1 antibody positivity	None
Abnormal proportion of CD4-positive helper T cells	None
Perifolliculitis	None
Perifollicular inflammation	None
Humoral immunodeficiency	None
